User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
U05174,28,Other,Delhi,Motorola,iOS,7.8,9.4,115.3,96,2.8,2748,1.9,0.2,374,Education
U05175,59,Female,Chennai,Oppo,Android,8.7,22.0,226.4,48,2.0,7434,6.7,2.2,902,Entertainment
U05176,21,Male,Pune,Vivo,iOS,4.7,1.1,23.1,41,1.8,8194,3.6,4.1,427,Social Media
U05177,24,Male,Lucknow,Nokia,iOS,11.0,12.3,179.3,27,0.8,1799,3.1,1.6,578,Work
U05178,40,Female,Chennai,Apple,iOS,1.4,5.4,197.8,18,3.8,9572,2.6,3.3,1535,Work
U05179,54,Female,Pune,Realme,iOS,4.9,4.2,132.2,18,3.7,9589,5.3,2.9,1113,Work
U05180,45,Female,Pune,Vivo,iOS,8.3,26.2,286.1,40,3.9,8686,2.5,4.9,1370,Social Media
U05181,50,Other,Mumbai,Google Pixel,iOS,9.0,33.0,28.1,98,3.4,367,6.8,1.0,1234,Education
U05182,21,Female,Pune,Oppo,iOS,3.6,42.7,44.1,20,1.7,1294,6.8,0.3,1496,Social Media
U05183,24,Female,Hyderabad,OnePlus,Android,5.8,32.8,293.6,13,2.1,8322,6.5,3.7,271,Social Media
U05184,54,Other,Jaipur,Vivo,iOS,5.6,25.3,208.1,14,2.7,5359,7.6,4.1,298,Entertainment
U05185,35,Other,Lucknow,Xiaomi,Android,6.0,4.3,218.9,171,3.0,7223,3.8,2.9,1820,Work
U05186,36,Female,Mumbai,OnePlus,Android,7.0,30.3,8.9,36,3.8,5788,5.6,1.0,1738,Social Media
U05187,37,Male,Jaipur,Vivo,iOS,1.1,16.0,155.8,155,1.1,4422,8.0,0.1,389,Work
U05188,28,Male,Kolkata,Google Pixel,iOS,2.8,16.5,262.0,109,5.3,7286,3.8,0.6,561,Social Media
U05189,41,Other,Pune,Xiaomi,iOS,11.6,11.8,130.7,168,5.1,3771,7.7,0.2,607,Gaming
U05190,15,Female,Lucknow,Vivo,iOS,6.5,24.4,88.2,132,2.4,3231,2.9,0.8,410,Entertainment
U05191,52,Other,Lucknow,Oppo,Android,8.2,14.3,216.3,32,2.3,8499,2.9,4.8,1855,Work
U05192,41,Other,Bangalore,Samsung,iOS,9.4,25.8,180.9,162,5.8,5170,1.8,4.1,1046,Education
U05193,48,Female,Hyderabad,Oppo,iOS,8.3,28.2,294.3,40,5.6,9278,3.9,3.7,1077,Entertainment
U05194,30,Male,Ahmedabad,Vivo,iOS,10.0,47.0,71.1,147,0.8,7772,4.5,3.3,1054,Education
U05195,30,Other,Delhi,Motorola,iOS,11.6,13.6,227.7,128,2.8,4002,2.8,4.2,1836,Gaming
U05196,49,Female,Delhi,Nokia,Android,9.3,8.7,6.0,168,2.0,7499,5.0,4.1,546,Social Media
U05197,40,Male,Bangalore,Oppo,Android,9.3,44.0,67.4,112,4.6,9340,3.8,2.4,1590,Entertainment
U05198,18,Male,Chennai,Vivo,Android,11.7,41.9,272.5,49,3.2,7636,4.0,1.3,1451,Work
U05199,16,Female,Mumbai,Apple,iOS,11.0,2.9,148.6,132,0.6,2843,6.6,2.6,1526,Education
U05200,15,Male,Hyderabad,Apple,Android,10.9,40.8,45.5,31,3.9,2323,4.6,3.2,1474,Gaming
U05201,22,Male,Kolkata,OnePlus,Android,4.2,48.7,175.7,140,3.7,3860,3.4,2.7,591,Gaming
U05202,42,Male,Delhi,Oppo,Android,1.0,42.2,137.8,59,3.4,5418,6.6,0.2,675,Education
U05203,45,Male,Lucknow,Motorola,Android,8.8,34.4,217.8,28,1.0,6413,3.8,2.5,701,Gaming
U05204,39,Female,Chennai,Vivo,iOS,10.3,42.8,199.6,22,2.7,7105,1.2,0.6,290,Education
U05205,28,Male,Ahmedabad,Oppo,Android,3.1,4.1,61.7,183,5.9,4466,2.4,3.7,313,Work
U05206,33,Other,Ahmedabad,Oppo,iOS,3.5,49.1,215.1,70,5.0,3392,5.2,3.7,1262,Social Media
U05207,19,Male,Kolkata,OnePlus,iOS,3.8,28.6,133.5,29,1.7,445,7.9,4.7,656,Social Media
U05208,18,Male,Jaipur,Motorola,iOS,6.9,32.2,154.8,34,3.8,3330,6.3,4.9,939,Social Media
U05209,35,Other,Delhi,Oppo,iOS,11.7,24.3,130.9,92,4.6,9903,1.0,2.1,1458,Work
U05210,32,Female,Lucknow,Samsung,Android,4.6,36.0,264.3,192,3.3,6244,2.6,2.2,1190,Work
U05211,40,Male,Jaipur,Oppo,Android,7.3,14.2,170.1,54,5.7,6062,4.6,3.1,1986,Entertainment
U05212,56,Other,Delhi,Samsung,iOS,6.3,39.8,281.0,122,4.6,4870,1.8,2.4,999,Social Media
U05213,54,Other,Mumbai,Apple,Android,1.8,28.9,178.8,38,1.6,3352,2.5,1.8,1919,Gaming
U05214,34,Other,Bangalore,Oppo,Android,10.2,5.0,137.7,25,2.3,7255,3.9,1.2,1309,Gaming
U05215,38,Male,Hyderabad,Oppo,Android,3.7,30.0,35.5,30,4.4,2990,4.6,4.5,1358,Entertainment
U05216,21,Other,Lucknow,Vivo,iOS,7.5,39.4,117.6,190,1.8,2282,7.8,0.7,1785,Education
U05217,46,Other,Lucknow,Xiaomi,iOS,5.9,9.2,162.5,118,1.2,2740,2.8,2.9,1570,Work
U05218,45,Male,Pune,Google Pixel,Android,1.8,49.2,8.7,122,1.9,6944,3.6,3.9,1807,Gaming
U05219,39,Female,Jaipur,Motorola,iOS,4.4,10.0,95.3,172,1.7,3971,6.2,4.1,1565,Gaming
U05220,55,Other,Ahmedabad,Vivo,iOS,6.9,17.2,247.1,67,1.5,7382,4.2,2.7,1364,Social Media
U05221,33,Male,Lucknow,OnePlus,iOS,3.1,46.8,277.5,173,2.1,395,3.1,4.9,1638,Gaming
U05222,35,Other,Hyderabad,Vivo,iOS,4.9,11.3,123.5,73,5.3,7781,6.5,4.5,1721,Gaming
U05223,36,Other,Bangalore,Google Pixel,Android,8.0,41.5,175.3,56,4.5,1327,5.5,4.7,1856,Gaming
U05224,32,Male,Hyderabad,OnePlus,Android,2.4,9.8,50.2,139,1.6,6191,7.7,1.8,247,Social Media
U05225,25,Female,Ahmedabad,Google Pixel,iOS,11.4,35.3,110.3,88,3.8,6172,1.1,2.7,1158,Entertainment
U05226,24,Other,Lucknow,Oppo,iOS,11.2,43.5,75.9,90,4.9,2811,5.6,1.0,989,Social Media
U05227,53,Female,Bangalore,Realme,iOS,9.8,7.8,88.9,180,0.8,6504,5.5,1.0,1572,Work
U05228,22,Male,Hyderabad,Motorola,iOS,2.8,44.1,229.3,115,2.4,8301,4.0,3.2,1696,Social Media
U05229,42,Other,Kolkata,Xiaomi,iOS,9.6,31.5,243.5,38,2.1,2656,7.0,2.3,454,Work
U05230,28,Male,Chennai,Nokia,iOS,2.3,2.2,186.5,181,1.5,4268,5.7,2.2,265,Social Media
U05231,30,Female,Ahmedabad,Google Pixel,iOS,3.7,4.4,221.3,173,1.9,8779,3.4,1.1,1820,Social Media
U05232,38,Male,Delhi,OnePlus,Android,9.0,29.8,102.4,138,2.0,4695,6.8,1.8,1052,Social Media
U05233,45,Female,Hyderabad,Apple,iOS,8.1,8.6,84.2,54,4.8,7252,1.0,2.5,921,Social Media
U05234,43,Other,Bangalore,Apple,Android,11.1,42.4,282.2,117,1.0,6494,6.7,4.3,609,Education
U05235,54,Female,Pune,Google Pixel,iOS,8.0,19.3,170.0,161,2.0,5776,4.3,4.2,1132,Work
U05236,27,Male,Ahmedabad,Samsung,Android,11.1,4.7,24.3,164,1.0,4021,5.6,3.8,1376,Social Media
U05237,18,Male,Kolkata,Xiaomi,Android,4.4,35.1,289.4,186,5.9,8804,1.6,1.5,778,Work
U05238,48,Other,Kolkata,Nokia,Android,4.2,24.4,262.0,154,1.6,3866,6.5,4.4,1968,Social Media
U05239,28,Female,Lucknow,Nokia,Android,6.0,45.4,78.7,199,2.9,9747,2.8,0.1,1472,Social Media
U05240,43,Male,Kolkata,Google Pixel,Android,7.8,5.2,119.1,111,2.0,518,1.4,1.1,371,Education
U05241,18,Other,Bangalore,Motorola,Android,8.6,39.0,5.2,119,3.6,4792,5.4,0.9,1628,Education
U05242,55,Male,Mumbai,Samsung,Android,10.0,14.2,137.3,174,3.6,763,2.0,2.5,673,Work
U05243,50,Female,Mumbai,Apple,iOS,4.3,1.2,234.3,91,5.3,137,1.9,3.9,506,Social Media
U05244,25,Other,Kolkata,Oppo,iOS,6.4,31.5,133.5,33,3.5,6876,3.8,1.7,133,Social Media
U05245,40,Male,Bangalore,Nokia,Android,10.9,3.2,50.9,19,1.6,7122,5.4,4.9,1903,Education
U05246,57,Female,Mumbai,Motorola,iOS,9.9,40.2,66.7,172,3.8,8135,3.9,2.0,483,Education
U05247,54,Male,Delhi,Realme,iOS,6.9,36.2,222.8,27,3.1,525,1.2,3.6,429,Work
U05248,24,Female,Kolkata,Apple,Android,3.8,39.5,231.2,165,4.1,7540,0.6,1.8,303,Entertainment
U05249,20,Other,Kolkata,Oppo,iOS,1.0,31.5,54.5,57,1.1,9436,4.1,3.2,108,Education
U05250,28,Female,Jaipur,Vivo,iOS,9.6,39.3,217.1,111,2.8,2006,5.0,0.5,349,Work
U05251,54,Other,Chennai,OnePlus,Android,4.4,39.8,98.7,169,0.8,9720,4.6,0.0,1157,Entertainment
U05252,31,Male,Bangalore,Samsung,iOS,3.3,45.2,158.2,24,1.2,1065,2.1,3.8,1225,Education
U05253,36,Other,Chennai,Samsung,iOS,4.7,17.3,40.3,165,1.2,8823,7.0,2.4,994,Work
U05254,60,Other,Bangalore,Nokia,Android,9.3,10.8,170.6,90,3.3,5839,3.5,3.7,880,Work
U05255,44,Other,Mumbai,Motorola,Android,4.5,25.2,61.1,199,5.0,784,4.3,2.7,1205,Work
U05256,18,Male,Hyderabad,Xiaomi,Android,9.0,40.9,196.5,75,4.3,4276,4.0,2.1,1972,Work
U05257,21,Male,Pune,Google Pixel,Android,7.3,44.5,265.4,180,5.6,4774,2.9,4.3,1077,Gaming
U05258,43,Female,Kolkata,Apple,iOS,3.5,15.4,122.6,19,4.5,4623,4.8,2.2,1852,Education
U05259,34,Other,Chennai,OnePlus,iOS,1.6,14.4,229.0,175,2.7,359,5.2,1.0,302,Entertainment
U05260,29,Female,Jaipur,Nokia,Android,4.5,7.5,284.0,48,2.8,1756,4.3,2.0,125,Work
U05261,29,Female,Delhi,Google Pixel,iOS,3.1,46.4,22.3,67,4.3,9228,4.7,0.7,1662,Entertainment
U05262,30,Female,Delhi,Oppo,Android,10.1,47.6,261.2,72,1.8,1538,7.9,3.5,147,Social Media
U05263,44,Female,Hyderabad,Samsung,Android,6.3,21.5,221.1,110,2.7,1711,3.5,2.3,1532,Education
U05264,47,Female,Bangalore,Xiaomi,Android,5.1,41.0,26.5,108,1.6,4617,1.5,2.8,540,Education
U05265,46,Other,Pune,Samsung,Android,8.9,14.9,246.2,34,4.1,8936,2.7,0.4,953,Work
U05266,31,Female,Lucknow,Oppo,Android,3.8,22.0,266.1,108,3.2,8498,3.0,3.0,880,Entertainment
U05267,51,Female,Hyderabad,Samsung,iOS,5.0,36.4,65.2,85,4.9,9191,2.3,1.7,1010,Entertainment
U05268,30,Other,Mumbai,Vivo,iOS,2.5,6.9,113.8,154,2.0,9811,6.8,0.4,806,Education
U05269,55,Female,Pune,Samsung,iOS,6.8,39.8,168.6,102,3.9,5145,7.3,3.6,545,Education
U05270,55,Male,Jaipur,Xiaomi,iOS,5.4,36.3,176.2,73,4.7,9325,4.2,4.9,1251,Education
U05271,16,Other,Mumbai,Samsung,Android,4.2,44.3,218.2,45,2.5,6231,5.6,4.3,1495,Social Media
U05272,55,Female,Bangalore,Apple,Android,1.6,49.1,179.1,15,3.6,9552,6.2,4.9,1842,Social Media
U05273,46,Female,Hyderabad,Xiaomi,Android,8.5,27.6,45.4,65,4.9,8146,4.0,3.4,1231,Social Media
U05274,46,Female,Chennai,OnePlus,Android,1.6,3.1,231.6,95,3.8,987,6.2,2.9,691,Work
U05275,41,Female,Ahmedabad,Nokia,iOS,3.2,25.0,250.8,57,3.0,4345,7.9,4.4,1312,Social Media
U05276,35,Female,Hyderabad,Nokia,iOS,9.9,46.3,93.3,122,1.4,3471,2.0,1.3,784,Social Media
U05277,38,Female,Mumbai,Samsung,Android,3.0,28.7,179.0,190,1.4,2410,6.6,1.5,1395,Social Media
U05278,56,Other,Jaipur,Oppo,iOS,3.9,45.3,273.7,200,4.9,9619,2.5,0.6,1829,Education
U05279,20,Female,Ahmedabad,Xiaomi,Android,7.7,43.5,244.8,46,5.4,1726,7.0,3.9,1872,Social Media
U05280,46,Male,Jaipur,Realme,Android,10.0,48.6,229.5,78,5.6,3977,7.5,2.6,809,Gaming
U05281,48,Male,Mumbai,Samsung,iOS,11.2,30.8,212.2,115,4.4,3070,1.0,1.1,284,Education
U05282,36,Female,Lucknow,Nokia,iOS,6.9,6.4,111.3,31,3.7,6872,4.7,1.0,1371,Work
U05283,45,Other,Ahmedabad,Vivo,iOS,10.7,28.9,139.9,127,5.8,1054,1.5,4.3,1429,Social Media
U05284,41,Female,Lucknow,Samsung,Android,10.0,16.6,40.2,159,3.9,5687,7.8,1.4,653,Social Media
U05285,50,Female,Pune,Google Pixel,Android,5.8,40.7,64.7,123,4.3,6461,4.5,1.5,1946,Social Media
U05286,46,Male,Ahmedabad,Apple,Android,2.4,30.8,147.3,83,2.3,5605,7.3,0.8,865,Gaming
U05287,22,Female,Kolkata,Nokia,Android,6.5,30.8,39.9,175,3.5,2228,2.2,4.0,186,Entertainment
U05288,18,Male,Kolkata,Samsung,Android,1.1,37.7,208.2,52,2.6,6579,1.5,4.9,942,Education
U05289,52,Male,Delhi,Google Pixel,Android,11.0,31.9,142.6,138,4.3,7594,1.7,3.9,393,Work
U05290,38,Other,Delhi,Xiaomi,iOS,11.0,32.7,237.5,38,1.3,7240,2.9,3.1,777,Education
U05291,56,Female,Mumbai,Oppo,iOS,10.5,43.2,86.0,154,2.7,1324,7.7,1.0,118,Work
U05292,22,Female,Jaipur,Realme,Android,6.0,27.6,207.1,194,1.5,2240,3.7,2.0,975,Work
U05293,17,Male,Kolkata,Samsung,iOS,9.0,38.9,158.3,179,1.1,4241,7.1,1.9,617,Gaming
U05294,29,Female,Jaipur,Xiaomi,Android,11.3,11.7,184.8,126,3.9,9610,0.5,1.4,533,Gaming
U05295,47,Other,Ahmedabad,Realme,Android,9.7,9.9,90.2,71,2.5,9310,4.8,4.0,329,Social Media
U05296,44,Female,Hyderabad,OnePlus,iOS,6.0,47.9,260.9,10,2.4,3802,1.4,2.9,1125,Work
U05297,43,Female,Kolkata,Samsung,iOS,1.6,18.5,135.0,148,2.8,2883,6.6,1.8,1792,Education
U05298,20,Female,Lucknow,Samsung,iOS,5.2,14.5,75.5,134,3.4,6256,3.2,4.1,1413,Social Media
U05299,58,Other,Mumbai,Vivo,iOS,10.3,3.8,42.1,183,3.6,2864,3.9,4.2,1894,Entertainment
U05300,22,Male,Pune,Apple,Android,4.5,13.8,285.2,172,4.9,5048,8.0,0.5,431,Work
U05301,50,Other,Jaipur,Apple,Android,2.0,31.5,294.1,197,2.2,5390,3.0,3.3,465,Education
U05302,47,Female,Chennai,Motorola,Android,3.3,18.9,27.4,93,5.6,5498,4.8,2.5,1093,Entertainment
U05303,50,Other,Mumbai,OnePlus,Android,1.5,13.5,198.0,93,2.1,1252,0.6,0.3,1849,Gaming
U05304,16,Other,Jaipur,Google Pixel,iOS,6.3,31.3,210.2,166,3.4,9195,7.5,2.5,1516,Gaming
U05305,16,Other,Hyderabad,Oppo,iOS,8.2,35.7,47.5,84,1.3,2841,4.4,1.6,1178,Work
U05306,21,Female,Ahmedabad,Nokia,Android,9.1,32.9,210.8,143,4.5,7829,3.2,4.8,313,Entertainment
U05307,47,Male,Chennai,Oppo,iOS,8.8,7.8,6.6,81,2.2,7931,4.2,3.0,607,Entertainment
U05308,44,Female,Jaipur,Samsung,Android,4.6,20.1,143.3,134,5.8,5964,6.0,3.5,475,Social Media
U05309,16,Male,Mumbai,Apple,iOS,10.6,25.0,32.8,16,0.6,5142,0.6,3.6,910,Education
U05310,18,Other,Ahmedabad,Samsung,Android,8.6,6.4,9.9,112,2.0,7661,2.2,5.0,464,Entertainment
U05311,29,Male,Chennai,Google Pixel,iOS,7.2,33.7,80.8,109,5.1,1961,2.8,2.8,1765,Social Media
U05312,39,Other,Lucknow,Nokia,iOS,9.4,43.1,215.0,110,0.7,9045,1.9,4.5,1489,Education
U05313,60,Female,Mumbai,Google Pixel,iOS,10.3,34.6,74.7,98,0.6,465,0.8,2.7,524,Gaming
U05314,58,Other,Jaipur,Xiaomi,Android,2.4,13.2,66.8,194,4.1,4106,1.7,0.8,267,Social Media
U05315,24,Female,Delhi,Nokia,Android,4.1,6.2,199.3,26,4.4,2622,4.4,1.5,663,Education
U05316,36,Other,Lucknow,Oppo,iOS,1.7,13.1,72.8,38,4.1,123,5.1,4.8,1983,Work
U05317,51,Male,Pune,Nokia,iOS,6.1,13.3,136.1,162,0.5,2163,1.2,1.2,292,Entertainment
U05318,38,Other,Hyderabad,Apple,iOS,10.5,19.2,11.5,88,2.2,8718,4.7,3.8,1148,Work
U05319,15,Other,Kolkata,Nokia,iOS,6.5,11.4,254.9,146,5.9,1484,4.4,4.9,1230,Entertainment
U05320,35,Male,Kolkata,Vivo,Android,6.0,26.7,198.5,62,5.2,1983,6.8,3.4,712,Social Media
U05321,36,Male,Delhi,OnePlus,Android,10.0,4.0,69.2,25,1.3,4246,3.7,2.5,477,Social Media
U05322,19,Female,Mumbai,Realme,iOS,8.3,26.1,33.1,155,1.0,9191,4.5,4.6,824,Gaming
U05323,42,Male,Jaipur,Xiaomi,iOS,1.8,27.4,230.5,78,2.1,1918,6.0,1.0,1548,Social Media
U05324,55,Other,Lucknow,Nokia,Android,5.7,28.9,205.4,152,2.2,182,4.1,0.9,1865,Gaming
U05325,17,Female,Bangalore,Samsung,Android,9.9,33.6,71.6,144,5.6,1576,6.1,3.8,206,Social Media
U05326,28,Female,Chennai,OnePlus,iOS,8.8,37.7,282.7,25,4.3,8411,4.7,3.8,1497,Gaming
U05327,47,Other,Lucknow,Nokia,Android,2.7,41.8,111.8,71,6.0,2355,2.0,2.7,1606,Gaming
U05328,36,Female,Delhi,Apple,iOS,1.2,28.1,6.3,97,4.9,4711,6.5,3.6,574,Education
U05329,34,Other,Bangalore,Vivo,Android,6.3,16.2,16.8,53,1.7,4756,4.1,0.9,1425,Education
U05330,30,Male,Pune,Nokia,Android,4.8,21.0,40.6,188,5.1,8244,6.1,4.9,886,Gaming
U05331,51,Other,Hyderabad,Nokia,Android,9.2,26.7,163.9,32,0.9,4404,3.1,2.9,531,Social Media
U05332,60,Male,Delhi,Oppo,iOS,5.5,45.2,267.7,81,2.2,5864,5.9,4.6,1468,Work
U05333,21,Male,Delhi,Oppo,iOS,6.0,16.8,179.3,105,4.9,206,2.6,3.1,682,Social Media
U05334,54,Female,Bangalore,Nokia,iOS,11.2,40.4,15.5,51,5.0,2352,4.4,2.7,391,Social Media
U05335,23,Male,Ahmedabad,Nokia,iOS,4.5,22.6,101.8,149,1.2,2227,5.3,0.6,117,Entertainment
U05336,41,Other,Delhi,Realme,iOS,11.6,24.8,12.5,120,1.0,3972,3.8,2.2,1498,Gaming
U05337,54,Other,Ahmedabad,Apple,iOS,6.4,42.3,80.1,157,1.2,2532,1.8,2.1,1206,Education
U05338,20,Other,Ahmedabad,OnePlus,iOS,4.3,42.5,247.7,197,5.9,3626,1.6,3.7,428,Social Media
U05339,54,Male,Kolkata,Xiaomi,iOS,5.1,18.9,249.6,171,2.5,6474,6.2,2.2,937,Work
U05340,53,Other,Chennai,OnePlus,Android,8.6,22.5,78.0,23,4.1,9386,2.7,2.9,1521,Social Media
U05341,33,Male,Chennai,Samsung,Android,3.6,42.1,214.1,174,3.6,2782,4.8,3.1,1975,Work
U05342,26,Other,Delhi,Xiaomi,Android,3.9,24.0,290.3,55,2.2,8942,0.7,0.7,1164,Social Media
U05343,42,Male,Bangalore,Motorola,Android,1.9,16.1,176.1,59,3.0,3219,3.2,1.7,721,Gaming
U05344,44,Male,Chennai,Realme,Android,2.3,27.7,184.3,123,2.9,1109,5.6,4.0,685,Work
U05345,41,Female,Hyderabad,Nokia,iOS,10.3,28.2,297.1,178,2.5,2437,7.6,4.7,1132,Gaming
U05346,33,Other,Delhi,Nokia,Android,8.0,7.0,12.4,93,0.9,143,6.6,4.6,1711,Gaming
U05347,24,Other,Hyderabad,Samsung,iOS,9.7,22.1,95.3,179,0.6,5413,1.1,2.6,533,Education
U05348,42,Other,Delhi,Samsung,Android,1.8,27.6,220.8,164,0.7,4702,7.9,5.0,555,Work
U05349,49,Male,Ahmedabad,Oppo,Android,7.2,7.6,78.2,139,2.6,6083,3.2,3.3,969,Social Media
U05350,23,Female,Lucknow,Nokia,iOS,5.2,11.3,120.8,58,3.5,9724,3.7,2.5,469,Gaming
U05351,32,Male,Ahmedabad,Xiaomi,Android,7.0,15.1,122.6,168,4.2,7814,5.2,4.6,221,Education
U05352,60,Other,Chennai,Apple,Android,8.6,22.7,37.8,90,2.0,5561,1.1,0.6,987,Social Media
U05353,46,Male,Delhi,Nokia,Android,4.0,22.4,95.2,182,4.3,2828,3.5,1.9,418,Gaming
U05354,23,Female,Kolkata,Samsung,Android,11.9,32.5,205.4,15,3.0,7544,3.0,0.3,507,Work
U05355,54,Female,Jaipur,OnePlus,iOS,2.0,3.3,230.7,87,4.8,8927,6.6,1.6,1943,Entertainment
U05356,39,Other,Kolkata,Xiaomi,iOS,2.6,10.9,56.2,165,5.9,2287,5.7,2.2,1626,Education
U05357,26,Other,Kolkata,Nokia,iOS,2.2,8.4,282.8,54,3.1,4650,0.6,3.2,333,Work
U05358,18,Other,Mumbai,Realme,iOS,7.0,31.7,155.6,98,2.9,6495,3.9,4.6,154,Entertainment
U05359,18,Female,Pune,Nokia,Android,1.5,42.0,271.0,143,1.8,9182,6.5,0.7,1111,Education
U05360,43,Male,Mumbai,Oppo,iOS,5.1,7.5,134.7,172,2.4,7965,5.9,1.3,1613,Education
U05361,52,Other,Kolkata,Xiaomi,iOS,11.2,4.7,29.3,177,4.5,5427,2.8,0.4,294,Education
U05362,30,Male,Ahmedabad,Samsung,iOS,3.2,27.8,219.3,198,1.0,7512,5.3,1.7,1570,Gaming
U05363,53,Other,Bangalore,Nokia,iOS,6.6,35.0,210.8,116,5.0,8288,3.3,2.9,1931,Social Media
U05364,15,Other,Bangalore,Oppo,Android,12.0,10.2,251.7,195,4.0,5162,1.3,2.7,817,Gaming
U05365,29,Female,Bangalore,Realme,iOS,1.8,48.0,23.6,64,1.0,3538,1.4,2.9,1987,Work
U05366,31,Female,Kolkata,Google Pixel,iOS,8.2,26.8,30.7,63,3.5,4356,5.9,1.4,628,Education
U05367,33,Other,Lucknow,Motorola,iOS,6.9,40.8,287.1,86,2.1,4877,6.2,0.3,538,Education
U05368,52,Other,Chennai,Apple,iOS,4.1,46.3,221.6,173,5.8,6556,6.5,4.0,1038,Gaming
U05369,15,Other,Ahmedabad,Samsung,iOS,3.0,26.4,179.8,200,5.9,4993,7.7,3.3,1670,Social Media
U05370,43,Male,Ahmedabad,Samsung,Android,7.3,26.1,173.9,12,0.9,7429,3.7,3.1,1616,Social Media
U05371,17,Female,Delhi,Vivo,Android,4.4,31.4,55.8,106,5.1,9547,1.3,4.1,616,Education
U05372,43,Other,Lucknow,OnePlus,Android,3.1,29.5,272.7,171,2.9,3833,5.0,3.3,1412,Gaming
U05373,33,Female,Hyderabad,Xiaomi,iOS,2.6,40.3,15.1,89,5.4,8151,1.9,3.3,1897,Education
U05374,41,Female,Bangalore,Vivo,iOS,6.4,14.9,295.1,123,2.9,3003,4.6,4.2,1026,Entertainment
U05375,59,Male,Kolkata,Google Pixel,iOS,6.6,39.6,134.3,182,5.0,6406,4.1,1.3,788,Entertainment
U05376,59,Female,Jaipur,Apple,Android,9.9,33.4,208.9,106,2.2,7398,2.9,4.1,950,Work
U05377,29,Other,Hyderabad,Motorola,Android,10.5,10.7,259.4,154,3.6,5604,7.1,3.9,1093,Entertainment
U05378,42,Male,Bangalore,Motorola,Android,11.1,6.9,52.0,101,3.0,6459,3.4,3.2,199,Education
U05379,23,Other,Pune,Vivo,Android,3.0,26.9,55.5,192,5.1,7625,6.8,2.7,414,Entertainment
U05380,55,Female,Delhi,Motorola,iOS,3.3,27.6,121.4,120,3.2,1691,6.5,0.2,1596,Social Media
U05381,21,Female,Lucknow,OnePlus,Android,4.6,33.5,149.8,119,1.8,6946,4.3,3.6,1307,Work
U05382,29,Male,Delhi,OnePlus,iOS,11.0,40.9,27.1,32,3.3,819,5.6,2.4,1524,Social Media
U05383,35,Female,Delhi,Vivo,iOS,3.5,46.6,92.9,65,3.8,1391,0.7,3.8,383,Gaming
U05384,41,Male,Delhi,Apple,Android,11.2,46.0,294.7,152,3.4,3082,2.4,2.5,768,Gaming
U05385,46,Other,Kolkata,Apple,Android,9.1,46.0,211.5,63,5.9,5106,7.1,2.3,418,Gaming
U05386,18,Female,Ahmedabad,Motorola,Android,7.1,7.5,105.7,13,4.7,9852,2.9,2.8,1581,Gaming
U05387,22,Female,Delhi,Motorola,Android,10.1,27.6,92.2,118,0.9,7875,6.6,4.6,774,Work
U05388,40,Male,Delhi,Samsung,Android,10.4,29.8,78.1,193,3.9,2879,4.6,2.7,1899,Work
U05389,54,Female,Delhi,Google Pixel,iOS,7.3,23.3,204.7,163,4.8,9512,2.4,3.4,1422,Work
U05390,54,Female,Mumbai,OnePlus,Android,4.6,1.1,167.6,29,3.8,300,7.9,2.5,1830,Gaming
U05391,31,Male,Ahmedabad,Vivo,iOS,10.7,34.8,139.4,25,4.4,2886,1.2,4.2,325,Entertainment
U05392,17,Other,Hyderabad,OnePlus,Android,10.6,8.4,47.8,109,1.4,3303,7.1,5.0,491,Gaming
U05393,36,Male,Pune,OnePlus,Android,7.4,41.6,121.2,21,0.5,5857,5.2,4.6,1723,Work
U05394,48,Other,Chennai,Google Pixel,iOS,8.2,3.9,188.9,83,0.5,8420,0.6,2.3,1251,Work
U05395,51,Other,Ahmedabad,Vivo,iOS,3.9,3.0,160.1,134,5.7,681,5.9,1.0,1377,Work
U05396,52,Other,Bangalore,Vivo,iOS,1.9,23.9,279.1,185,1.0,4337,1.0,2.2,1995,Social Media
U05397,54,Male,Hyderabad,Oppo,Android,4.6,11.0,61.3,194,1.5,6285,2.6,2.0,1677,Education
U05398,43,Other,Bangalore,Google Pixel,Android,6.4,30.5,223.2,112,5.7,446,7.5,3.5,1843,Gaming
U05399,28,Female,Jaipur,Google Pixel,Android,5.7,5.6,267.3,128,3.2,1013,5.2,0.5,863,Education
U05400,24,Male,Delhi,OnePlus,iOS,3.9,10.8,120.7,81,3.1,4073,5.3,3.5,573,Education
U05401,22,Female,Kolkata,Oppo,Android,3.0,45.3,28.9,142,0.8,7728,7.1,4.8,1939,Entertainment
U05402,23,Female,Ahmedabad,Google Pixel,Android,3.6,30.8,70.9,57,5.8,3073,1.3,4.8,1637,Education
U05403,42,Other,Jaipur,Nokia,Android,11.7,38.7,297.0,77,4.4,8650,2.1,0.3,652,Work
U05404,28,Other,Chennai,Oppo,Android,11.0,41.3,66.6,133,2.1,651,3.4,1.7,579,Social Media
U05405,58,Other,Bangalore,Xiaomi,iOS,5.3,15.1,252.3,181,5.2,7060,5.4,4.1,1777,Work
